z	mB	err_mB
0.29282	21.4896	0.01825201
0.13269	19.53775	0.009880360000000001
0.27088	21.22425	0.0144
0.10044	19.0807	0.0119574225
0.35363	22.1458	0.021184802500000002
0.42353	22.599	0.07049025
0.30012	21.71085	0.0142444225
0.14761	19.88745	0.0129163225
0.22853	20.96525	0.016628102500000002
0.1388	19.82205	0.011491840000000001
0.14343	19.88005	0.0116964225
0.09201	18.9547	0.01297321
0.1568	20.1239	0.015737702500000002
0.23851	21.19555	0.061058409999999994
0.14949	20.15155	0.027805562500000002
0.50718	22.9937	0.01971216
0.25249	21.20755	0.0128255625
0.28397	21.3163	0.013133159999999998
0.2368	21.0224	0.015400810000000001
0.34092	21.88785	0.02205225
0.26388	21.064	0.020107240000000002
0.34872	22.1162	0.017728922499999997
0.32095	21.71485	0.01550025
0.13523	19.80745	0.01478656
0.30666	21.88165	0.026471290000000005
0.23362	21.21045	0.025568009999999995
0.30078	21.91835	0.02903616
0.36783	21.9904	0.015239902500000001
0.1694	20.2554	0.013087360000000001
0.07976	18.337	0.010639922500000001
0.1806	20.3864	0.013041639999999998
0.18071	20.34675	0.026978062500000004
0.23086	21.03315	0.0236390625
0.04582	17.29255	0.015450489999999999
0.22146	20.7853	0.01432809
0.20073	20.5274	0.0447111025
0.0755	18.378	0.014316122500000002
0.02627	15.98385	0.018550439999999998
0.19141	20.055	0.024071522500000005
0.1777	20.3552	0.0121771225
0.18542	20.5371	0.013665610000000002
0.34931	22.02925	0.019057802500000002
0.27131	21.30945	0.011631622500000001
0.29212	21.17535	0.01503076
0.37051	21.7944	0.012939062500000001
0.09641	18.8215	0.0218892025
0.18058	20.2752	0.01247689
0.27446	21.3734	0.02325625
0.2451	21.2589	0.02076481
0.36135	21.9082	0.041452960000000004
0.23152	20.92185	0.022470010000000002
0.14648	19.91105	0.012309902499999999
0.15948	20.18505	0.03150625
0.41929	22.4583	0.022215902499999995
0.31894	21.66595	0.024539222500000003
0.51941	22.97595	0.0384356025
0.15069	19.9375	0.0121
0.30249	21.6135	0.0250430625
0.21073	20.73865	0.02634129
0.23943	20.71895	0.021844839999999997
0.3318	21.7581	0.014412002500000002
0.20072	20.72485	0.025824490000000002
0.36082	22.1621	0.0202066225
0.24275	21.3408	0.014713690000000001
0.22146	20.82175	0.022245722500000002
0.12068	19.3688	0.036710559999999996
0.3416	21.88605	0.028645562500000003
0.25051	21.0268	0.017331722499999997
0.38054	22.1535	0.017082490000000002
0.31079	21.81735	0.019168402499999997
0.1994	20.3968	0.0200081025
0.24001	21.0934	0.02699449
0.50275	22.89585	0.043493102500000005
0.37013	22.10035	0.018441640000000002
0.27001	21.36745	0.018837562500000002
0.26312	21.391	0.01723969
0.26801	21.22475	0.027939122499999997
0.30801	21.95175	0.01397124
0.25001	21.3768	0.026406250000000003
0.28051	21.3787	0.0122213025
0.3148	21.9041	0.015587522500000001
0.3284	22.1329	0.027473062500000003
0.32944	21.9869	0.0141491025
0.25848	21.13905	0.0198387225
0.22448	20.6681	0.023669822499999996
0.21079	20.9208	0.01515361
0.38734	22.2944	0.0343175625
0.30642	21.6875	0.022290489999999996
0.36491	22.2065	0.020249290000000003
0.2488	21.1327	0.025472159999999997
0.2988	21.39335	0.026978062500000004
0.12365	19.5741	0.011728889999999999
0.33159	21.7689	0.01962801
0.38246	22.18595	0.03326976
0.24074	21.13115	0.0139122025
0.17144	20.2873	0.0299809225
0.2088	20.859	0.025969322499999996
0.2896	21.715	0.027192009999999996
0.24599	21.1466	0.014859609999999999
0.13659	19.76145	0.015141302500000002
0.15062	19.8557	0.0134676025
0.1187	19.26765	0.015475359999999999
0.24494	21.05305	0.015301690000000001
0.3507	21.9623	0.011502562499999999
0.61992	23.4834	0.01336336
0.21986	20.83145	0.0117180625
0.09929	19.1829	0.012023122499999999
0.40996	22.4668	0.042209702499999995
0.50276	22.81425	0.043347239999999995
0.38171	22.31495	0.020448999999999995
0.27989	21.2969	0.0129163225
0.23071	20.74845	0.023271502499999996
0.42693	22.5594	0.026471290000000005
0.55014	23.1391	0.020606602500000005
0.32531	21.96765	0.0198951025
0.35092	22.00245	0.01646089
0.32832	21.97245	0.0329604025
0.45059	22.4503	0.01731856
0.06441	18.09975	0.01177225
0.06559	17.91255	0.0160655625
0.31811	21.8116	0.015537622499999999
0.14539	20.2551	0.02972176
0.13947	19.7799	0.01274641
0.42967	22.75515	0.02331729
0.21641	20.59575	0.0133518025
0.36616	21.88675	0.03389281
0.38083	22.2063	0.019099239999999996
0.42086	22.47585	0.026390002500000002
0.19958	20.61175	0.023393702500000002
0.5109	22.8206	0.029946302500000004
0.42696	22.6189	0.023393702500000002
0.31579	21.9342	0.02316484
0.57824	23.2802	0.026373759999999996
0.48176	23.0166	0.023762222500000003
0.39267	22.18855	0.02521744
0.17359	20.08825	0.011728889999999999
0.33059	21.9984	0.01329409
0.29948	21.70345	0.026049959999999997
0.22943	20.95825	0.01990921
0.29291	21.54425	0.029172640000000003
0.20861	20.59295	0.0127125625
0.27509	21.2869	0.013490822500000001
0.30337	21.66825	0.014077822500000002
0.35902	22.19585	0.018009640000000004
0.3602	21.8702	0.025728159999999996
0.34902	21.98165	0.014957290000000002
0.63056	23.3169	0.0139122025
0.32092	22.0192	0.024009502500000002
0.51002	22.84675	0.01397124
0.36646	22.0067	0.015450489999999999
0.13823	19.7944	0.010774440000000001
0.1792	20.54675	0.022245722500000002
0.17157	20.22	0.013421222499999998
0.27047	21.2356	0.015425640000000001
0.34688	22.23255	0.06416089000000001
0.47942	22.6131	0.021403690000000003
0.31894	21.9169	0.018769000000000004
0.51879	22.9578	0.023043239999999996
0.3799	22.18215	0.01705636
0.37089	22.13805	0.0695640625
0.18152	20.474	0.0158130625
0.22374	20.75105	0.0149450625
0.14135	19.8422	0.0174900625
0.30567	21.68485	0.014436022500000001
0.40471	22.12805	0.023608322500000004
0.28578	21.43725	0.018441640000000002
0.30156	21.5859	0.018211502499999997
0.26388	21.2319	0.0167832025
0.50091	22.9717	0.03853369
0.30525	21.64295	0.01274641
0.38598	22.28245	0.015876
0.1986	20.6442	0.014957290000000002
0.09121	18.75805	0.01216609
0.47796	22.9261	0.027192009999999996
0.33159	21.831	0.013630562500000002
0.47175	22.70965	0.0225
0.33081	21.7726	0.0243204025
0.26088	21.3572	0.020235062499999998
0.07141	18.15745	0.01420864
0.18141	20.426	0.025376489999999998
0.33829	21.91315	0.022801
0.12211	19.37365	0.0132135025
0.25012	21.1135	0.0204919225
0.16046	20.16235	0.027889000000000004
0.29843	21.99485	0.025744202500000004
0.38887	22.11805	0.0198669025
0.29245	21.4687	0.027192009999999996
0.32841	21.6655	0.029739002499999997
0.30549	21.6995	0.0177023025
0.28546	21.46645	0.019460250000000005
0.42886	22.4792	0.021638410000000004
0.17967	20.481	0.028866009999999998
0.18959	20.50025	0.025760250000000002
0.24849	21.19025	0.021623702499999994
0.40927	22.48095	0.0362712025
0.24146	20.85675	0.016939022499999998
0.33748	21.8791	0.027639062500000002
0.0706	18.48435	0.08985006250000001
0.34546	21.9593	0.02643876
0.3306	21.98705	0.024382822500000005
0.05495	17.60185	0.013572250000000001
0.42359	22.37855	0.020306249999999998
0.1072	19.19495	0.01234321
0.2854	21.2265	0.015165922499999998
0.32553	21.91925	0.019154559999999998
0.33493	21.74575	0.01274641
0.2909	21.30595	0.0254562025
0.44058	22.4238	0.018755302499999998
0.24111	21.09055	0.01249924
0.46101	22.75035	0.0270109225
0.11944	19.33475	0.01550025
0.54539	23.34415	0.021374439999999998
0.41155	22.6089	0.01661521
0.26848	21.34225	0.0208369225
0.04976	17.35275	0.0182925625
0.41131	22.5817	0.023669822499999996
0.07369	18.2355	0.024523559999999996
0.31841	22.0816	0.044457722500000005
0.4193	22.16135	0.023104
0.42028	22.49015	0.05433561
0.43885	22.46285	0.0368064225
0.4804	22.68865	0.029670062499999997
0.1998	20.66375	0.018482402499999998
0.30143	21.81235	0.020880249999999996
0.2902	21.4412	0.0191407225
0.3092	21.58775	0.021374439999999998
0.2956	21.7291	0.015129
0.33848	21.88335	0.0193349025
0.3786	22.21555	0.021403690000000003
0.0896	18.72405	0.013653922499999999
0.4507	22.6586	0.0239475625
0.4604	22.8011	0.0216825625
1.206	25.73935	0.11235904
1.33	25.6034	0.02202256
1.54	25.9072	0.0443734225
1.55	26.00705	0.0344659225
1.7	26.0592	0.08020224000000001
1.8	26.2011	0.0353252025
2.26	26.877	0.06492304000000002
1.914	26.1609	0.06548481
1.3	25.52015	0.031951562499999996
1.34	25.4652	0.026634240000000003
1.02	24.88235	0.027456489999999997
0.735	23.70605	0.017956000000000003
1.12	25.0639	0.027192009999999996
1.23	25.28615	0.0366914025
1.23	25.4985	0.0291897225
0.854	24.3128	0.046031702499999994
1.37	25.5159	0.026308840000000003
0.9752	24.7061	0.0195580225
0.97	25.11545	0.06851306249999999
0.74	23.8446	0.015888602499999998
1.39	25.36305	0.040501562500000005
1.305	25.2642	0.055224999999999996
0.935	24.2666	0.027489640000000003
1.014	24.85445	0.05248681
1.315	25.54235	0.03948168999999999
1.092	24.63835	0.0697224025
